ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID	强制获得提示
390305	2		300401				1	家具图纸	27			1	1				38	370305								3	1							
390306	2		300401				1	家具图纸	27			1	1				38	370306								3	1							
390307	2		300401				1	家具图纸	27			1	1				38	370307								3	1							
390308	2		300401				1	家具图纸	27			1	1				38	370308								3	1							
390309	2		300401				1	家具图纸	27			1	1				38	370309								3	1							
390401	2		300401				1	家具图纸	27			1	1				38	370401								3	1							
390402	2		300401				1	家具图纸	27			1	1				38	370402								4	1							
390501	2		300401				1	家具图纸	27			1	1				38	370501								3	1							
390502	2		300401				1	家具图纸	27			1	1				38	370502								2	1							
390503	2		300401				1	家具图纸	27			1	1				38	370503								3	1							
390504	2		300401				1	家具图纸	27			1	1				38	370504								3	1							
391101	2		300401				1	家具图纸	27			1	1				38	371101								4	1							
391102	2		300401				1	家具图纸	27			1	1				38	371102								3	1							
391103	2		300401				1	家具图纸	27			1	1				38	371103								2	1							
391201	2		300401				1	家具图纸	27			1	1				38	371201								4	1							
391202	2		300401				1	家具图纸	27			1	1				38	371202								4	1							
391203	2		300401				1	家具图纸	27			1	1				38	371203								4	1							
391204	2		300401				1	家具图纸	27			1	1				38	371204								4	1							
393101	2		300401				1	家具图纸	27			1	1				38	373101								2	1							
393102	2		300401				1	家具图纸	27			1	1				38	373102								2	1							
393103	2		300401				1	家具图纸	27			1	1				38	373103								2	1							
393104	2		300401				1	家具图纸	27			1	1				38	373104								3	1							
393105	2		300401				1	家具图纸	27			1	1				38	373105								3	1							
393106	2		300401				1	家具图纸	27			1	1				38	373106								3	1							
393107	2		300401				1	家具图纸	27			1	1				38	373107								2	1							
393108	2		300401				1	家具图纸	27			1	1				38	373108								3	1							
393109	2		300401				1	家具图纸	27			1	1				38	373109								3	1							
393110	2		300401				1	家具图纸	27			1	1				38	373110								2	1							
393111	2		300401				1	家具图纸	27			1	1				38	373111								3	1							
393112	2		300401				1	家具图纸	27			1	1				38	373112								3	1							
393113	2		300401				1	家具图纸	27			1	1				38	373113								2	1							
393114	2		300401				1	家具图纸	27			1	1				38	373114								3	1							
393201	2		300401				1	家具图纸	27			1	1				38	373201								3	1							
393202	2		300401				1	家具图纸	27			1	1				38	373202								3	1							
393301	2		300401				1	家具图纸	27			1	1				38	373301								2	1							
393302	2		300401				1	家具图纸	27			1	1				38	373302								2	1							
393303	2		300401				1	家具图纸	27			1	1				38	373303								3	1							
393304	2		300401				1	家具图纸	27			1	1				38	373304								2	1							
393305	2		300401				1	家具图纸	27			1	1				38	373305								3	1							
393306	2		300401				1	家具图纸	27			1	1				38	373306								3	1							
393307	2		300401				1	家具图纸	27			1	1				38	373307								2	1							
393308	2		300401				1	家具图纸	27			1	1				38	373308								3	1							
393309	2		300401				1	家具图纸	27			1	1				38	373309								4	1							
393310	2		300401				1	家具图纸	27			1	1				38	373310								4	1							
393401	2		300401				1	家具图纸	27			1	1				38	373401								3	1							
393402	2		300401				1	家具图纸	27			1	1				38	373402								2	1							
393403	2		300401				1	家具图纸	27			1	1				38	373403								3	1							
393404	2		300401				1	家具图纸	27			1	1				38	373404								3	1							
393405	2		300401				1	家具图纸	27			1	1				38	373405								3	1							
394101	2		300401				1	家具图纸	27			1	1				38	374101								2	1							
394102	2		300401				1	家具图纸	27			1	1				38	374102								2	1							
394103	2		300401				1	家具图纸	27			1	1				38	374103								2	1							
394104	2		300401				1	家具图纸	27			1	1				38	374104								2	1							
394105	2		300401				1	家具图纸	27			1	1				38	374105								3	1							
394201	2		300401				1	家具图纸	27			1	1				38	374201								2	1							
394202	2		300401				1	家具图纸	27			1	1				38	374202								2	1							
394301	2		300401				1	家具图纸	27			1	1				38	374301								3	1							
394302	2		300401				1	家具图纸	27			1	1				38	374302								2	1							
394303	2		300401				1	家具图纸	27			1	1				38	374303								3	1							
394304	2		300401				1	家具图纸	27			1	1				38	374304								2	1							
394305	2		300401				1	家具图纸	27			1	1				38	374305								3	1							
394306	2		300401				1	家具图纸	27			1	1				38	374306								4	1							
394307	2		300401				1	家具图纸	27			1	1				38	374307								3	1							
394308	2		300401				1	家具图纸	27			1	1				38	374308								3	1							
394309	2		300401				1	家具图纸	27			1	1				38	374309								3	1							
394401	2		300401				1	家具图纸	27			1	1				38	374401								3	1							
394402	2		300401				1	家具图纸	27			1	1				38	374402								3	1							
382208	2		300401				1	家具图纸	27			1	1				38	362208								4	1							
390109	2		300401				1	家具图纸	27			1	1				38	370109								4	1							
390110	2		300401				1	家具图纸	27			1	1				38	370110								4	1							
391205	2		300401				1	家具图纸	27			1	1				38	371205								4	1							
391206	2		300401				1	家具图纸	27			1	1				38	371206								4	1							
391207	2		300401				1	家具图纸	27			1	1				38	371207								4	1							
391208	2		300401				1	家具图纸	27			1	1				38	371208								4	1							
391209	2		300401				1	家具图纸	27			1	1				38	371209								4	1							
391210	2		300401				1	家具图纸	27			1	1				38	371210								4	1							
391211	2		300401				1	家具图纸	27			1	1				38	371211								4	1							
391104	2		300401				1	家具图纸	27			1	1				38	371104								4	1							
380406	2		300401				1	家具图纸	27			1	1				38	360406								4	1							
382209	2		300401				1	家具图纸	27			1	1				38	362209								4	1							
393115	2		300401				1	家具图纸	27			1	1				38	373115								2	1							
393203	2		300401				1	家具图纸	27			1	1				38	373203								2	1							
394106	2		300401				1	家具图纸	27			1	1				38	374106								3	1							
394107	2		300401				1	家具图纸	27			1	1				38	374107								2	1							
394108	2		300401				1	家具图纸	27			1	1				38	374108								2	1							
393116	2		300401				1	家具图纸	27			1	1				38	373116								2	1							
391107	2		300401				1	家具图纸	27			1	1				38	371107								2	1							
393117	2		300401				1	家具图纸	27			1	1				38	373117								2	1							
393118	2		300401				1	家具图纸	27			1	1				38	373118								3	1							
393311	2		300401				1	家具图纸	27			1	1				38	373311								3	1							
393312	2		300401				1	家具图纸	27			1	1				38	373312								3	1							
393119	2		300401				1	家具图纸	27			1	1				38	373119								3	1							
383310	2		300401				1	家具图纸	27			1	1				38	363310								3	1							
394310	2		300401				1	家具图纸	27			1	1				38	374310								4	1							
394311	2		300401				1	家具图纸	27			1	1				38	374311								4	1							
394403	2		300401				1	家具图纸	27			1	1				38	374403								4	1							
393120	2		300401				1	家具图纸	27			1	1				38	373120								4	1							
394404	2		300401				1	家具图纸	27			1	1				38	374404								4	1							
393313	2		300401				1	家具图纸	27			1	1				38	373313								4	1							
393121	2		300401				1	家具图纸	27			1	1				38	373121								3	1							
393122	2		300401				1	家具图纸	27			1	1				38	373122								3	1							
393123	2		300401				1	家具图纸	27			1	1				38	373123								3	1							
393124	2		300401				1	家具图纸	27			1	1				38	373124								3	1							
394203	2		300401				1	家具图纸	27			1	1				38	374203								4	1							
394312	2		300401				1	家具图纸	27			1	1				38	374312								3	1							
383312	2		300401				1	家具图纸	27			1	1				38	363312								3	1							
394204	2		300401				1	家具图纸	27			1	1				38	374204								3	1							
393125	2		300401				1	家具图纸	27			1	1				38	373125								4	1							
393204	2		300401				1	家具图纸	27			1	1				38	373204								3	1							
393406	2		300401				1	家具图纸	27			1	1				38	373406								3	1							
391109	2		300401				1	家具图纸	27			1	1				38	371109								4	1							
390601	2		300401				1	家具图纸	27			1	1				38	370601								3	1							
390602	2		300401				1	家具图纸	27			1	1				38	370602								4	1							
390310	2		300401				1	家具图纸	27			1	1				38	370310								3	1							
391110	2		300401				1	家具图纸	27			1	1				38	371110								4	1							
393126	2		300401				1	家具图纸	27			1	1				38	373126								3	1							
393127	2		300401				1	家具图纸	27			1	1				38	373127								4	1							
393407	2		300401				1	家具图纸	27			1	1				38	373407								3	1							
393408	2		300401				1	家具图纸	27			1	1				38	373408								3	1							
393409	2		300401				1	家具图纸	27			1	1				38	373409								3	1							
393601	2		300401				1	家具图纸	27			1	1				38	373601								4	1							
394501	2		300401				1	家具图纸	27			1	1				38	374501								3	1							
394502	2		300401				1	家具图纸	27			1	1				38	374502								3	1							
394503	2		300401				1	家具图纸	27			1	1				38	374503								3	1							
380103	2		300401				1	家具图纸	27			1	1				38	360103								3	1							
380303	2		300401				1	家具图纸	27			1	1				38	360303								3	1							
380203	2		300401				1	家具图纸	27			1	1				38	360203								3	1							
391212	2		300401				1	家具图纸	27			1	1				38	371212								4	1							
391213	2		300401				1	家具图纸	27			1	1				38	371213								3	1							
391214	2		300401				1	家具图纸	27			1	1				38	371214								3	1							
391215	2		300401				1	家具图纸	27			1	1				38	371215								3	1							
390603	2		300401				1	家具图纸	27			1	1				38	370603								4	1							
390604	2		300401				1	家具图纸	27			1	1				38	370604								3	1							
390605	2		300401				1	家具图纸	27			1	1				38	370605								3	1							
390606	2		300401				1	家具图纸	27			1	1				38	370606								3	1							
390607	2		300401				1	家具图纸	27			1	1				38	370607								3	1							
390608	2		300401				1	家具图纸	27			1	1				38	370608								3	1							
390609	2		300401				1	家具图纸	27			1	1				38	370609								3	1							
390610	2		300401				1	家具图纸	27			1	1				38	370610								3	1							
390611	2		300401				1	家具图纸	27			1	1				38	370611								3	1							
390612	2		300401				1	家具图纸	27			1	1				38	370612								3	1							
390613	2		300401				1	家具图纸	27			1	1				38	370613								3	1							
390614	2		300401				1	家具图纸	27			1	1				38	370614								3	1							
390615	2		300401				1	家具图纸	27			1	1				38	370615								4	1							
390616	2		300401				1	家具图纸	27			1	1				38	370616								4	1							
390617	2		300401				1	家具图纸	27			1	1				38	370617								4	1							
390505	2		300401				1	家具图纸	27			1	1				38	370505								3	1							
390507	2		300401				1	家具图纸	27			1	1				38	370507								2	1							
